cluster,nt,uniport,"sig  (foldchange>|4|, padj<0.001)",,,,
Cluster-66622.1_TRINITY_DN211181_c2_g1,,7LESS_DROVI,nochange,,,,
Cluster-50655.0_TRINITY_DN197623_c3_g6,,7LESS_DROVI,nochange,,,,
Cluster-103655.1_TRINITY_DN207021_c0_g1,XM_015229145.1,7LESS_DROME,nochange,,,,
Cluster-12688.0_TRINITY_DN206896_c5_g4,,7LESS_DROME,nochange,,,,
Cluster-78243.0_TRINITY_DN172156_c0_g1,,7LESS_DROME,nochange,,,,
Cluster-58878.3_TRINITY_DN194917_c9_g2,,7B2_XENLA,nochange,,,,
Cluster-98665.0_TRINITY_DN209034_c1_g1,XM_021862177.1,708C1_FAGES,nochange,,,,
Cluster-100141.0_TRINITY_DN199217_c5_g4,,708C1_FAGES,nochange,,,,
Cluster-64365.189_TRINITY_DN195021_c5_g4,XM_020381180.1,6PGL4_ORYSJ,nochange,,,,
Cluster-64365.206_TRINITY_DN207815_c0_g1,XM_006360472.2,6PGL4_ORYSI,nochange,,,,
Cluster-97236.0_TRINITY_DN207815_c0_g2,XM_004307872.2,6PGL4_ORYSI,nochange,,,,
Cluster-64365.494_TRINITY_DN195021_c5_g4,FQ397845.1,6PGL3_ARATH,nochange,,,,
Cluster-48570.0_TRINITY_DN194269_c0_g1,CP015732.1,6PGL3_ARATH,nochange,,,,
Cluster-112570.0_TRINITY_DN191666_c0_g1,XM_020388806.1,6PGL2_ORYSJ,nochange,,,,
Cluster-105539.0_TRINITY_DN198636_c1_g1,XM_023897095.1,6PGL1_ARATH,nochange,,,,
Cluster-105539.1_TRINITY_DN198636_c1_g1,XM_023897095.1,6PGL1_ARATH,nochange,,,,
Cluster-78349.0_TRINITY_DN191434_c0_g2,KT989538.1,6PGL_MOUSE,nochange,,,,
Cluster-112285.0_TRINITY_DN204302_c0_g1,XM_018977301.1,6PGL_ENT38,nochange,,,,
Cluster-55639.0_TRINITY_DN201054_c1_g1,XM_009526101.1,6PGD3_ARATH,nochange,,,,
Cluster-64365.2219_TRINITY_DN201546_c0_g1,,6PGD3_ARATH,nochange,,,,
Cluster-104286.1_TRINITY_DN198641_c3_g1,XM_021440851.1,6PGD2_ARATH,nochange,,,,
Cluster-104286.0_TRINITY_DN198641_c3_g2,XM_017363540.1,6PGD2_ARATH,nochange,,,,
Cluster-111611.0_TRINITY_DN206939_c4_g1,XM_002517630.3,6PGD1_ARATH,nochange,,,,
Cluster-111611.2_TRINITY_DN206939_c4_g1,XM_002517630.3,6PGD1_ARATH,nochange,,,,
Cluster-111611.1_TRINITY_DN206939_c4_g1,CP023118.1,6PGD1_ARATH,nochange,,,,
Cluster-37413.2_TRINITY_DN198133_c3_g1,,6PGD_TREPA,nochange,,,,
Cluster-71886.5_TRINITY_DN201054_c2_g2,XM_005353705.2,6PGD_SHEEP,nochange,,,,
Cluster-37413.0_TRINITY_DN198133_c3_g1,XM_004336423.1,6PGD_SCHPO,nochange,,,,
Cluster-71886.3_TRINITY_DN207600_c1_g1,XM_005404019.2,6PGD_HUMAN,nochange,,,,
Cluster-33706.0_TRINITY_DN207416_c3_g2,,6PGD_DROSI,nochange,,,,
Cluster-37413.1_TRINITY_DN198133_c3_g1,CP000633.1,6PGD_DICDI,nochange,,,,
Cluster-71886.0_TRINITY_DN207600_c1_g1,LT629781.1,6PGD_CUNEL,nochange,,,,
Cluster-45582.2_TRINITY_DN202256_c1_g2,XM_026945140.1,6P21_YEAST,nochange,,,,
Cluster-99492.1_TRINITY_DN203260_c1_g1,XM_002276358.4,6P21_YEAST,nochange,,,,
Cluster-99492.2_TRINITY_DN203260_c1_g1,CP027621.1,6P21_YEAST,nochange,,,,
Cluster-10077.0_TRINITY_DN194528_c1_g1,,6P21_YEAST,nochange,,,,
Cluster-98762.0_TRINITY_DN198529_c1_g1,AM159089.1,6OMT_COPJA,nochange,,,,
Cluster-110783.0_TRINITY_DN204381_c6_g1,XM_025757870.1,6FEH_BETVU,nochange,,,,
Cluster-113180.0_TRINITY_DN197869_c0_g1,XM_022118489.1,6FEH_BETVU,nochange,,,,
Cluster-91707.0_TRINITY_DN208026_c3_g5,XM_022118489.1,6FEH_BETVU,nochange,,,,
Cluster-112089.0_TRINITY_DN201785_c3_g1,XM_013788884.2,6FEH_BETVU,nochange,,,,
Cluster-59747.0_TRINITY_DN200995_c4_g1,XM_011102818.2,6FEH_BETVU,nochange,,,,
Cluster-63297.7_TRINITY_DN207915_c0_g1,XM_023906907.1,6DCS_SOYBN,nochange,,,,
Cluster-63297.3_TRINITY_DN207915_c0_g1,XM_023906907.1,6DCS_SOYBN,nochange,,,,
Cluster-63297.6_TRINITY_DN207915_c0_g1,XM_023906907.1,6DCS_SOYBN,nochange,,,,
Cluster-63297.5_TRINITY_DN207915_c0_g1,XM_023906907.1,6DCS_SOYBN,nochange,,,,
Cluster-101885.0_TRINITY_DN210981_c1_g1,XM_012334398.1,6DCS_SOYBN,nochange,,,,
Cluster-101449.0_TRINITY_DN205723_c1_g1,,6DCS_SOYBN,nochange,,,,
Cluster-94341.2_TRINITY_DN210390_c0_g1,XM_025971429.1,5S_PROFR,nochange,,,,
Cluster-94341.5_TRINITY_DN210390_c0_g1,XM_016878591.1,5S_PROFR,nochange,,,,
Cluster-32621.0_TRINITY_DN206802_c0_g1,XM_001844131.1,5S_PROFR,nochange,,,,
Cluster-94341.6_TRINITY_DN199316_c6_g1,,5S_PROFR,nochange,,,,
Cluster-110254.5_TRINITY_DN208466_c2_g2,XM_022913242.1,5NTC_XENLA,nochange,,,,
Cluster-46363.0_TRINITY_DN202645_c0_g1,,5NTC_MOUSE,nochange,,,,
Cluster-103046.0_TRINITY_DN195088_c0_g1,XM_024029877.1,5NTC_DICDI,nochange,,,,
Cluster-109073.0_TRINITY_DN201034_c3_g1,XM_011019792.1,5NTC_DICDI,nochange,,,,
Cluster-95056.2_TRINITY_DN209656_c2_g1,XM_008468063.1,5NT3B_CHICK,nochange,,,,
Cluster-104423.1_TRINITY_DN200986_c2_g1,XR_001805257.1,5NG4_PINTA,nochange,,,,
Cluster-104533.12_TRINITY_DN211039_c1_g3,XM_026586080.1,5NG4_PINTA,nochange,,,,
Cluster-105350.0_TRINITY_DN203277_c3_g2,XM_024018557.1,5NG4_PINTA,nochange,,,,
Cluster-93294.5_TRINITY_DN207052_c0_g2,XM_023910641.1,5NG4_PINTA,nochange,,,,
Cluster-104533.6_TRINITY_DN208610_c1_g2,XM_023119016.1,5NG4_PINTA,nochange,,,,
Cluster-105231.0_TRINITY_DN193968_c1_g1,XM_022882808.1,5NG4_PINTA,nochange,,,,
Cluster-104533.1_TRINITY_DN208610_c1_g1,XM_021758705.1,5NG4_PINTA,nochange,,,,
Cluster-109523.1_TRINITY_DN200227_c2_g1,XM_021753964.1,5NG4_PINTA,nochange,,,,
Cluster-113299.0_TRINITY_DN203357_c0_g1,XM_021743672.1,5NG4_PINTA,nochange,,,,
Cluster-104262.0_TRINITY_DN199840_c5_g1,XM_016796027.1,5NG4_PINTA,nochange,,,,
Cluster-109335.0_TRINITY_DN203988_c3_g1,XM_016043417.2,5NG4_PINTA,nochange,,,,
Cluster-104533.3_TRINITY_DN208610_c1_g1,XM_016029416.2,5NG4_PINTA,nochange,,,,
Cluster-104533.7_TRINITY_DN208610_c1_g1,XM_016029416.2,5NG4_PINTA,nochange,,,,
Cluster-104533.9_TRINITY_DN208610_c1_g1,XM_016029416.2,5NG4_PINTA,nochange,,,,
Cluster-85379.1_TRINITY_DN202112_c0_g2,XM_015530844.2,5NG4_PINTA,nochange,,,,
Cluster-66584.0_TRINITY_DN209071_c0_g1,XM_010554999.2,5NG4_PINTA,nochange,,,,
Cluster-106714.0_TRINITY_DN195438_c4_g1,XM_004240722.4,5NG4_PINTA,nochange,,,,
Cluster-109523.0_TRINITY_DN200227_c2_g2,XM_003526297.4,5NG4_PINTA,nochange,,,,
Cluster-104423.0_TRINITY_DN200986_c2_g2,XM_002517223.3,5NG4_PINTA,nochange,,,,
Cluster-104533.11_TRINITY_DN208610_c1_g1,XM_002280026.4,5NG4_PINTA,nochange,,,,
Cluster-104533.5_TRINITY_DN208610_c1_g1,XM_002280026.4,5NG4_PINTA,nochange,,,,
Cluster-104533.10_TRINITY_DN208610_c1_g1,XM_002280026.4,5NG4_PINTA,nochange,,,,
Cluster-99926.24_TRINITY_DN207874_c0_g1,XM_002277902.4,5NG4_PINTA,nochange,,,,
Cluster-99926.12_TRINITY_DN207874_c0_g1,XM_002277902.4,5NG4_PINTA,nochange,,,,
Cluster-52139.100_TRINITY_DN199551_c2_g1,FJ487621.1,5NG4_PINTA,nochange,,,,
Cluster-108100.0_TRINITY_DN195081_c6_g2,CP003915.1,5NG4_PINTA,nochange,,,,
Cluster-95196.0_TRINITY_DN198279_c2_g5,BT145553.1,5NG4_PINTA,nochange,,,,
Cluster-107900.0_TRINITY_DN201355_c1_g3,BT133567.1,5NG4_PINTA,nochange,,,,
Cluster-97566.1_TRINITY_DN199413_c2_g1,,5NG4_PINTA,nochange,,,,
Cluster-111783.32_TRINITY_DN204101_c6_g1,,5NG4_PINTA,nochange,,,,
Cluster-85379.5_TRINITY_DN202112_c0_g2,,5NG4_PINTA,nochange,,,,
Cluster-106714.1_TRINITY_DN195438_c4_g2,,5NG4_PINTA,nochange,,,,
Cluster-97566.0_TRINITY_DN199413_c2_g2,,5NG4_PINTA,nochange,,,,
Cluster-93294.3_TRINITY_DN207052_c0_g2,,5NG4_PINTA,nochange,,,,
Cluster-98305.0_TRINITY_DN199385_c0_g3,,5NG4_PINTA,nochange,,,,
Cluster-87845.5_TRINITY_DN208611_c0_g2,,5NG4_PINTA,nochange,,,,
Cluster-87845.4_TRINITY_DN198294_c2_g5,,5NG4_PINTA,nochange,,,,
Cluster-111782.1_TRINITY_DN206846_c2_g1,,5NG4_PINTA,nochange,,,,
Cluster-93777.0_TRINITY_DN209071_c1_g1,,5NG4_PINTA,nochange,,,,
Cluster-104599.0_TRINITY_DN192524_c0_g1,,5NG4_PINTA,nochange,,,,
Cluster-111782.0_TRINITY_DN206846_c2_g1,,5NG4_PINTA,nochange,,,,
Cluster-93777.1_TRINITY_DN209071_c1_g1,,5NG4_PINTA,nochange,,,,
Cluster-105405.0_TRINITY_DN208301_c1_g1,,5NG4_PINTA,nochange,,,,
Cluster-92548.0_TRINITY_DN209677_c3_g1,,5NG4_PINTA,nochange,,,,
Cluster-64365.1218_TRINITY_DN198279_c2_g3,,5NG4_PINTA,nochange,,,,
Cluster-109170.1_TRINITY_DN206800_c0_g2,,5NG4_PINTA,nochange,,,,
Cluster-109170.2_TRINITY_DN206800_c0_g2,,5NG4_PINTA,nochange,,,,
Cluster-93294.2_TRINITY_DN207052_c0_g2,,5NG4_PINTA,nochange,,,,
Cluster-87845.3_TRINITY_DN210865_c1_g3,,5NG4_PINTA,nochange,,,,
Cluster-87845.0_TRINITY_DN210865_c1_g3,,5NG4_PINTA,nochange,,,,
Cluster-104533.3_TRINITY_DN211039_c1_g4,,5NG4_PINTA,nochange,,,,
Cluster-111655.0_TRINITY_DN198279_c2_g2,,5NG4_PINTA,nochange,,,,
Cluster-34680.2_TRINITY_DN209960_c0_g3,,5NG4_PINTA,nochange,,,,
Cluster-52139.12_TRINITY_DN207874_c0_g2,,5NG4_PINTA,nochange,,,,
Cluster-110724.0_TRINITY_DN199385_c0_g3,,5NG4_PINTA,nochange,,,,
Cluster-110303.7_TRINITY_DN207243_c0_g1,XM_011009331.1,5MMP_ARATH,nochange,,,,
Cluster-94477.8_TRINITY_DN207475_c0_g3,XM_008455681.2,5MMP_ARATH,nochange,,,,
Cluster-96858.1_TRINITY_DN210239_c1_g1,,5MMP_ARATH,nochange,,,,
Cluster-94477.11_TRINITY_DN207475_c0_g2,,5MMP_ARATH,nochange,,,,
Cluster-94477.7_TRINITY_DN207475_c0_g3,,5MMP_ARATH,nochange,,,,
Cluster-110498.1_TRINITY_DN206691_c2_g3,XM_017089629.1,5MAT2_SALSN,nochange,,,,
Cluster-108413.0_TRINITY_DN195447_c0_g2,LN590696.1,5MAT2_SALSN,nochange,,,,
Cluster-89963.0_TRINITY_DN208831_c3_g1,,5MAT2_SALSN,nochange,,,,
Cluster-100155.0_TRINITY_DN211062_c0_g1,,5MAT2_SALSN,nochange,,,,
Cluster-97158.0_TRINITY_DN201950_c0_g2,XM_022118221.1,5MAT_ARATH,nochange,,,,
Cluster-110485.1_TRINITY_DN201169_c3_g1,,5MAT_ARATH,nochange,,,,
Cluster-95107.4_TRINITY_DN199360_c2_g2,,5MAT_ARATH,nochange,,,,
Cluster-59818.0_TRINITY_DN207014_c8_g2,XM_014808393.1,5HTR_LYMST,nochange,,,,
Cluster-113302.0_TRINITY_DN204045_c0_g1,XM_011010219.1,5GT1_PERFR,nochange,,,,
Cluster-99076.1_TRINITY_DN201924_c0_g2,XM_024052432.1,5GT_VERHY,nochange,,,,
Cluster-104685.1_TRINITY_DN199366_c4_g2,XM_021014522.1,5GT_VERHY,nochange,,,,
Cluster-103866.0_TRINITY_DN207077_c2_g4,XM_011083753.2,5GT_VERHY,nochange,,,,
Cluster-107621.1_TRINITY_DN206671_c0_g1,XM_011024513.1,5GT_VERHY,nochange,,,,
Cluster-99811.0_TRINITY_DN187478_c0_g1,XM_004497532.2,5GT_VERHY,nochange,,,,
Cluster-99445.0_TRINITY_DN198407_c3_g2,XM_004305836.2,5GT_VERHY,nochange,,,,
Cluster-63297.4_TRINITY_DN207915_c0_g1,MF674557.1,5GT_VERHY,nochange,,,,
Cluster-103599.3_TRINITY_DN204027_c2_g2,MF674543.1,5GT_VERHY,nochange,,,,
Cluster-108641.2_TRINITY_DN208260_c1_g2,MF674541.1,5GT_VERHY,nochange,,,,
Cluster-99303.0_TRINITY_DN204825_c9_g1,MF674530.1,5GT_VERHY,nochange,,,,
Cluster-84334.10_TRINITY_DN208452_c0_g1,,5GT_VERHY,nochange,,,,
Cluster-88678.0_TRINITY_DN198934_c1_g1,,5GT_VERHY,nochange,,,,
Cluster-99882.0_TRINITY_DN196093_c0_g1,,5GT_VERHY,nochange,,,,
Cluster-112606.3_TRINITY_DN209893_c0_g1,,5GT_VERHY,nochange,,,,
Cluster-82522.0_TRINITY_DN202641_c3_g2,,5GT_GENTR,nochange,,,,
Cluster-43250.0_TRINITY_DN178236_c0_g1,,5GT_GENTR,nochange,,,,
Cluster-112606.1_TRINITY_DN209893_c0_g1,,5GT_GENTR,nochange,,,,
Cluster-107857.0_TRINITY_DN205312_c1_g1,AK337371.1,5FCLL_ARATH,nochange,,,,
Cluster-98686.0_TRINITY_DN184145_c0_g1,NM_121308.2,5FCL_ARATH,nochange,,,,
Cluster-112890.0_TRINITY_DN209083_c6_g1,XM_016704543.1,5EAS2_NICAT,nochange,,,,
Cluster-69289.1_TRINITY_DN199302_c1_g2,,5EAS1_NICAT,nochange,,,,
Cluster-26332.0_TRINITY_DN206787_c4_g1,,5EAS1_NICAT,nochange,,,,
Cluster-108419.0_TRINITY_DN207245_c0_g1,,5EAS1_NICAT,nochange,,,,
Cluster-80268.0_TRINITY_DN175196_c0_g1,,5EAS_CAPAN,nochange,,,,
Cluster-100404.0_TRINITY_DN203348_c0_g2,,5EAS_CAPAN,nochange,,,,
Cluster-108419.2_TRINITY_DN207245_c0_g1,,5EAS_CAPAN,nochange,,,,
Cluster-88741.0_TRINITY_DN206787_c4_g1,,5EAS_CAPAN,nochange,,,,
Cluster-88741.1_TRINITY_DN206787_c4_g1,,5EAS_CAPAN,nochange,,,,
Cluster-112890.1_TRINITY_DN206116_c0_g2,,5EAS_CAPAN,nochange,,,,
Cluster-108419.1_TRINITY_DN207245_c0_g1,,5EAS_CAPAN,nochange,,,,
Cluster-106394.0_TRINITY_DN200143_c1_g5,XM_010683062.2,5DNU_VIBVY,nochange,,,,
Cluster-110412.0_TRINITY_DN207442_c3_g2,XM_019561776.1,5BPOR_DIGLA,nochange,,,,
Cluster-104526.0_TRINITY_DN189395_c0_g1,XM_015528403.2,5BPOR_DIGLA,nochange,,,,
Cluster-104192.0_TRINITY_DN200930_c0_g1,,4ON1_ARATH,nochange,,,,
Cluster-113144.0_TRINITY_DN203329_c3_g2,XM_002517820.3,4OMT2_PAPSO,nochange,,,,
Cluster-109954.0_TRINITY_DN198529_c0_g1,U63634.1,4OMT_COPJA,nochange,,,,
Cluster-109740.0_TRINITY_DN211094_c0_g2,XM_012971865.1,4MMP_ARATH,nochange,,,,
Cluster-108646.0_TRINITY_DN202354_c0_g1,XR_002708345.1,4FTAS_STRCT,nochange,,,,
Cluster-93255.9_TRINITY_DN209505_c1_g1,XM_026531988.1,4FTAS_STRCT,nochange,,,,
Cluster-109882.0_TRINITY_DN200615_c0_g1,XM_024609722.1,4FTAS_STRCT,nochange,,,,
Cluster-104579.0_TRINITY_DN209522_c2_g1,XM_022184227.1,4FTAS_STRCT,nochange,,,,
Cluster-108288.3_TRINITY_DN208038_c1_g1,XM_021797745.1,4FTAS_STRCT,nochange,,,,
Cluster-108288.1_TRINITY_DN208038_c1_g1,XM_021797745.1,4FTAS_STRCT,nochange,,,,
Cluster-52975.0_TRINITY_DN200713_c1_g5,XM_017107339.1,4FTAS_STRCT,nochange,,,,
Cluster-93255.10_TRINITY_DN209748_c2_g1,XM_016718168.1,4FTAS_STRCT,nochange,,,,
Cluster-92203.0_TRINITY_DN200713_c1_g3,XM_013485097.1,4FTAS_STRCT,nochange,,,,
Cluster-93255.2_TRINITY_DN209748_c2_g1,XM_003629553.3,4FTAS_STRCT,nochange,,,,
Cluster-99348.2_TRINITY_DN209992_c2_g1,XM_002529485.3,4FTAS_STRCT,nochange,,,,
Cluster-76094.0_TRINITY_DN200713_c1_g6,,4FTAS_STRCT,nochange,,,,
Cluster-85540.0_TRINITY_DN194527_c0_g1,,4F2_RABIT,nochange,,,,
Cluster-64365.269_TRINITY_DN263384_c0_g1,AC115522.2,4F2_HUMAN,nochange,,,,
Cluster-47820.0_TRINITY_DN199999_c1_g5,,4EB3L_DANRE,nochange,,,,
Cluster-110668.3_TRINITY_DN203131_c0_g3,XM_002509736.3,4CLLA_ARATH,nochange,,,,
Cluster-110668.0_TRINITY_DN203131_c0_g2,KT963459.1,4CLLA_ARATH,nochange,,,,
Cluster-101056.2_TRINITY_DN203497_c0_g1,,4CLL9_ARATH,nochange,,,,
Cluster-111400.0_TRINITY_DN202407_c0_g1,,4CLL9_ARATH,nochange,,,,
Cluster-99038.0_TRINITY_DN201766_c1_g1,XM_024166311.1,4CLL7_ARATH,nochange,,,,
Cluster-99038.1_TRINITY_DN201766_c1_g3,XM_009358640.2,4CLL7_ARATH,nochange,,,,
Cluster-100460.0_TRINITY_DN210981_c0_g1,XM_006373389.2,4CLL7_ARATH,nochange,,,,
Cluster-99385.1_TRINITY_DN200392_c0_g1,XM_019297335.1,4CLL6_ARATH,nochange,,,,
Cluster-104270.0_TRINITY_DN206132_c2_g1,,4CLL6_ARATH,nochange,,,,
Cluster-105119.0_TRINITY_DN210313_c1_g1,XM_025082104.1,4CLL5_ARATH,nochange,,,,
Cluster-36590.0_TRINITY_DN197443_c1_g1,,4CLL5_ARATH,nochange,,,,
Cluster-113874.0_TRINITY_DN195647_c0_g2,XM_008451537.2,4CLL2_ARATH,nochange,,,,
Cluster-39969.0_TRINITY_DN207816_c3_g1,CP025113.1,4CLL2_ARATH,nochange,,,,
Cluster-108688.10_TRINITY_DN197877_c1_g2,XM_017368085.1,4CL3_DICDI,nochange,,,,
Cluster-95328.0_TRINITY_DN201335_c3_g3,XM_019388938.1,4CL2_SOYBN,nochange,,,,
Cluster-97460.0_TRINITY_DN201335_c3_g2,XM_004309901.2,4CL1_TOBAC,nochange,,,,
Cluster-50688.0_TRINITY_DN196970_c1_g1,,4CL1_TOBAC,nochange,,,,
Cluster-93352.1_TRINITY_DN199728_c1_g1,XM_024039375.1,4CGT_ANTMA,nochange,,,,
Cluster-113902.0_TRINITY_DN210316_c1_g1,XM_019220182.1,4CGT_ANTMA,nochange,,,,
Cluster-98001.6_TRINITY_DN208556_c1_g3,XM_016037289.2,4CGT_ANTMA,nochange,,,,
Cluster-102169.0_TRINITY_DN201186_c3_g1,XM_013590194.2,4CGT_ANTMA,nochange,,,,
Cluster-113879.2_TRINITY_DN202489_c4_g3,XM_007156401.1,4CGT_ANTMA,nochange,,,,
Cluster-93978.2_TRINITY_DN202895_c0_g1,MG385659.1,4CGT_ANTMA,nochange,,,,
Cluster-113167.0_TRINITY_DN205693_c0_g1,MF674546.1,4CGT_ANTMA,nochange,,,,
Cluster-113167.0_TRINITY_DN202687_c2_g1,MF674546.1,4CGT_ANTMA,nochange,,,,
Cluster-113879.0_TRINITY_DN202489_c4_g4,,4CGT_ANTMA,nochange,,,,
Cluster-89204.0_TRINITY_DN208583_c1_g6,,4CGT_ANTMA,nochange,,,,
Cluster-104104.0_TRINITY_DN190029_c0_g1,,4CGT_ANTMA,nochange,,,,
Cluster-46451.0_TRINITY_DN198137_c3_g1,,4CGT_ANTMA,nochange,,,,
Cluster-47911.0_TRINITY_DN170326_c0_g1,XM_014795993.1,454R_IIV6,nochange,,,,
Cluster-111328.0_TRINITY_DN200346_c2_g1,XM_012230605.2,454R_IIV6,nochange,,,,
Cluster-63694.0_TRINITY_DN191968_c0_g4,,454R_IIV6,nochange,,,,
Cluster-113628.6_TRINITY_DN197572_c4_g1,XM_025753771.1,438L_IIV6,nochange,,,,
Cluster-88595.0_TRINITY_DN169765_c0_g1,,438L_IIV6,nochange,,,,
Cluster-77038.0_TRINITY_DN201740_c7_g1,,438L_IIV6,nochange,,,,
Cluster-54986.0_TRINITY_DN187670_c0_g2,,438L_IIV6,nochange,,,,
Cluster-95703.1_TRINITY_DN208853_c2_g3,XM_026028690.1,413R_IIV6,nochange,,,,
Cluster-109922.12_TRINITY_DN210889_c1_g3,XM_024027724.1,413R_IIV6,nochange,,,,
Cluster-109922.8_TRINITY_DN203512_c0_g3,XM_015314856.1,413R_IIV6,nochange,,,,
Cluster-109922.1_TRINITY_DN203512_c0_g3,XM_011103222.2,413R_IIV6,nochange,,,,
Cluster-93840.0_TRINITY_DN201010_c5_g2,,413R_IIV6,nochange,,,,
Cluster-64365.651_TRINITY_DN197533_c5_g1,,413R_IIV6,nochange,,,,
Cluster-78873.1_TRINITY_DN199541_c2_g2,,413R_IIV6,nochange,,,,
Cluster-108497.1_TRINITY_DN204805_c4_g1,,413R_IIV6,nochange,,,,
Cluster-108497.3_TRINITY_DN204805_c4_g1,,413R_IIV6,nochange,,,,
Cluster-97228.0_TRINITY_DN198851_c2_g1,,413R_IIV6,nochange,,,,
Cluster-95703.0_TRINITY_DN210976_c1_g2,,413R_IIV6,nochange,,,,
Cluster-69971.0_TRINITY_DN202998_c2_g1,XM_021837947.1,41_DROME,nochange,,,,
Cluster-68358.0_TRINITY_DN205263_c0_g3,XM_019209932.1,41_DROME,nochange,,,,
Cluster-64815.0_TRINITY_DN208270_c2_g3,XM_004536838.2,41_DROME,nochange,,,,
Cluster-61008.0_TRINITY_DN203269_c0_g3,,41_BOVIN,nochange,,,,
Cluster-31735.2_TRINITY_DN210125_c2_g1,MF680617.1,40G3_ORYSJ,nochange,,,,
Cluster-31735.0_TRINITY_DN210125_c2_g1,MF680617.1,40G3_ORYSJ,nochange,,,,
Cluster-31735.1_TRINITY_DN210125_c2_g1,CP025658.1,40G2_ORYSJ,nochange,,,,
Cluster-36145.0_TRINITY_DN131496_c0_g1,,40G2_ORYSJ,nochange,,,,
Cluster-65753.0_TRINITY_DN180535_c0_g1,,3SO95_BUNMU,nochange,,,,
Cluster-63866.0_TRINITY_DN200003_c4_g1,AP014704.1,3O1D_MYCS2,nochange,,,,
Cluster-35548.0_TRINITY_DN201084_c6_g2,XM_010214864.1,3O1D_COMTE,nochange,,,,
Cluster-98194.0_TRINITY_DN205260_c0_g1,XM_021897021.1,3MMP_ARATH,nochange,,,,
Cluster-87982.2_TRINITY_DN204965_c3_g2,,3MMP_ARATH,nochange,,,,
Cluster-87982.3_TRINITY_DN204965_c3_g2,,3MMP_ARATH,nochange,,,,
Cluster-87982.1_TRINITY_DN204965_c3_g2,,3MMP_ARATH,nochange,,,,
Cluster-96858.0_TRINITY_DN210239_c1_g2,,3MMP_ARATH,nochange,,,,
Cluster-85774.1_TRINITY_DN211304_c5_g2,,3MMP_ARATH,nochange,,,,
Cluster-97756.4_TRINITY_DN200190_c1_g2,XM_023006385.1,3MGH_CHLPB,nochange,,,,
Cluster-84332.0_TRINITY_DN211022_c0_g1,XM_025937844.1,3MGA_HAEIN,nochange,,,,
Cluster-109059.0_TRINITY_DN203969_c4_g1,XM_013606669.2,3MGA_BACSU,nochange,,,,
Cluster-110093.1_TRINITY_DN206779_c2_g2,XM_010650836.2,3MGA_BACSU,nochange,,,,
Cluster-112303.0_TRINITY_DN207478_c0_g1,XM_010065062.2,3MGA_BACSU,nochange,,,,
Cluster-104903.0_TRINITY_DN179611_c0_g1,,3MGA_BACSU,nochange,,,,
Cluster-104155.0_TRINITY_DN211132_c1_g2,XR_002979134.1,3MG1_ECOLI,nochange,,,,
Cluster-109874.0_TRINITY_DN200899_c2_g1,XM_023017036.1,3MG1_ECOLI,nochange,,,,
Cluster-91994.1_TRINITY_DN210871_c2_g1,XM_019004165.1,3MG1_ECOLI,nochange,,,,
Cluster-111784.1_TRINITY_DN210134_c1_g3,XM_009107919.2,3MG1_ECOLI,nochange,,,,
Cluster-20931.0_TRINITY_DN195448_c4_g1,CP007212.1,3MG1_ECOLI,nochange,,,,
Cluster-104828.0_TRINITY_DN200899_c2_g3,,3MG1_ECOLI,nochange,,,,
Cluster-104828.1_TRINITY_DN200899_c2_g3,,3MG1_ECOLI,nochange,,,,
Cluster-34435.6_TRINITY_DN209470_c0_g1,XM_007204646.2,3MG_ARATH,nochange,,,,
Cluster-52132.0_TRINITY_DN197944_c8_g4,,3MDO_PSEAE,nochange,,,,
Cluster-52864.0_TRINITY_DN197944_c8_g5,,3MDO_PSEAE,nochange,,,,
Cluster-104815.1_TRINITY_DN199360_c2_g1,XM_021821081.1,3MAT_DAHPI,nochange,,,,
Cluster-113368.1_TRINITY_DN206004_c2_g1,,3MAT_DAHPI,nochange,,,,
Cluster-102451.0_TRINITY_DN206704_c0_g1,,3MAT_DAHPI,nochange,,,,
Cluster-103277.0_TRINITY_DN188648_c0_g1,XM_021421127.1,3HIDH_RAT,nochange,,,,
Cluster-111090.2_TRINITY_DN210145_c0_g1,XR_001681050.1,3HIDH_MOUSE,nochange,,,,
Cluster-30583.0_TRINITY_DN190489_c0_g1,XM_009515789.1,3HIDH_DICDI,nochange,,,,
Cluster-1540.0_TRINITY_DN203994_c1_g1,,3HIDH_DICDI,nochange,,,,
Cluster-88175.0_TRINITY_DN183196_c0_g1,XM_005708867.1,3HIDH_CAEEL,nochange,,,,
Cluster-111090.5_TRINITY_DN210145_c0_g2,XM_017754244.1,3HIDH_BOVIN,nochange,,,,
Cluster-108624.0_TRINITY_DN203994_c2_g2,XM_020698293.1,3HIDH_ARATH,nochange,,,,
Cluster-102455.0_TRINITY_DN203994_c2_g1,,3HIDH_ARATH,nochange,,,,
Cluster-104416.0_TRINITY_DN201703_c1_g1,XM_025959664.1,3HID1_ARATH,nochange,,,,
Cluster-84341.31_TRINITY_DN210639_c2_g1,XM_025959400.1,3HID1_ARATH,nochange,,,,
Cluster-113911.0_TRINITY_DN199147_c0_g2,XM_022132452.1,3HID1_ARATH,nochange,,,,
Cluster-109647.0_TRINITY_DN210873_c8_g1,XM_003603537.3,3HID1_ARATH,nochange,,,,
Cluster-96435.2_TRINITY_DN199737_c0_g6,XM_024051863.1,3HBH1_PSEAC,nochange,,,,
